crop_id,original_tile_id,dataset,biome,split,image_path,dsm_path,width,height,crs,dsm_min,dsm_max,dsm_delta
potsdam_2_13_004,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_004.tif,data/train/dem/potsdam_2_13_004.tif,512,512,EPSG:32633,33.73,42.51,8.78
potsdam_2_13_005,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_005.tif,data/train/dem/potsdam_2_13_005.tif,512,512,EPSG:32633,38.2,41.37,3.17
potsdam_2_13_006,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_006.tif,data/train/dem/potsdam_2_13_006.tif,512,512,EPSG:32633,38.62,58.63,20.01
potsdam_2_13_007,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_007.tif,data/train/dem/potsdam_2_13_007.tif,512,512,EPSG:32633,36.39,56.86,20.47
potsdam_2_13_008,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_008.tif,data/train/dem/potsdam_2_13_008.tif,512,512,EPSG:32633,35.04,55.42,20.38
potsdam_2_13_009,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_009.tif,data/train/dem/potsdam_2_13_009.tif,512,512,EPSG:32633,32.77,49.93,17.16
potsdam_2_13_010,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_010.tif,data/train/dem/potsdam_2_13_010.tif,512,512,EPSG:32633,38.1,53.08,14.98
potsdam_2_13_011,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_011.tif,data/train/dem/potsdam_2_13_011.tif,512,512,EPSG:32633,35.71,63.71,28.0
potsdam_2_13_012,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_012.tif,data/train/dem/potsdam_2_13_012.tif,512,512,EPSG:32633,38.07,53.71,15.64
potsdam_2_13_013,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_013.tif,data/train/dem/potsdam_2_13_013.tif,512,512,EPSG:32633,35.39,51.94,16.55
potsdam_2_13_014,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_014.tif,data/train/dem/potsdam_2_13_014.tif,512,512,EPSG:32633,33.71,54.08,20.38
potsdam_2_13_015,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_015.tif,data/train/dem/potsdam_2_13_015.tif,512,512,EPSG:32633,37.73,41.21,3.47
potsdam_2_13_016,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_016.tif,data/train/dem/potsdam_2_13_016.tif,512,512,EPSG:32633,37.51,51.35,13.83
potsdam_2_13_017,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_017.tif,data/train/dem/potsdam_2_13_017.tif,512,512,EPSG:32633,35.79,48.95,13.16
potsdam_2_13_018,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_018.tif,data/train/dem/potsdam_2_13_018.tif,512,512,EPSG:32633,34.43,52.62,18.19
potsdam_2_13_019,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_019.tif,data/train/dem/potsdam_2_13_019.tif,512,512,EPSG:32633,34.02,49.23,15.21
potsdam_2_13_020,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_020.tif,data/train/dem/potsdam_2_13_020.tif,512,512,EPSG:32633,37.41,42.17,4.75
potsdam_2_13_021,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_021.tif,data/train/dem/potsdam_2_13_021.tif,512,512,EPSG:32633,36.35,52.54,16.19
potsdam_2_13_022,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_022.tif,data/train/dem/potsdam_2_13_022.tif,512,512,EPSG:32633,33.34,51.99,18.65
potsdam_2_13_023,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_023.tif,data/train/dem/potsdam_2_13_023.tif,512,512,EPSG:32633,33.49,49.2,15.72
potsdam_2_13_024,2_13,potsdam,urban,train,data/train/images/potsdam_2_13_024.tif,data/train/dem/potsdam_2_13_024.tif,512,512,EPSG:32633,30.31,52.38,22.07
potsdam_2_14_000,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_000.tif,data/train/dem/potsdam_2_14_000.tif,512,512,EPSG:32633,27.88,73.44,45.56
potsdam_2_14_001,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_001.tif,data/train/dem/potsdam_2_14_001.tif,512,512,EPSG:32633,32.57,49.4,16.83
potsdam_2_14_002,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_002.tif,data/train/dem/potsdam_2_14_002.tif,512,512,EPSG:32633,29.44,63.46,34.02
potsdam_2_14_003,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_003.tif,data/train/dem/potsdam_2_14_003.tif,512,512,EPSG:32633,33.37,50.91,17.55
potsdam_2_14_004,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_004.tif,data/train/dem/potsdam_2_14_004.tif,512,512,EPSG:32633,25.38,53.7,28.32
potsdam_2_14_005,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_005.tif,data/train/dem/potsdam_2_14_005.tif,512,512,EPSG:32633,31.31,55.42,24.11
potsdam_2_14_006,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_006.tif,data/train/dem/potsdam_2_14_006.tif,512,512,EPSG:32633,31.96,34.76,2.81
potsdam_2_14_007,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_007.tif,data/train/dem/potsdam_2_14_007.tif,512,512,EPSG:32633,29.73,42.25,12.51
potsdam_2_14_008,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_008.tif,data/train/dem/potsdam_2_14_008.tif,512,512,EPSG:32633,24.12,57.12,32.99
potsdam_2_14_009,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_009.tif,data/train/dem/potsdam_2_14_009.tif,512,512,EPSG:32633,29.33,51.12,21.79
potsdam_2_14_010,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_010.tif,data/train/dem/potsdam_2_14_010.tif,512,512,EPSG:32633,24.86,49.57,24.71
potsdam_2_14_011,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_011.tif,data/train/dem/potsdam_2_14_011.tif,512,512,EPSG:32633,27.89,54.01,26.12
potsdam_2_14_012,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_012.tif,data/train/dem/potsdam_2_14_012.tif,512,512,EPSG:32633,29.89,68.45,38.55
potsdam_2_14_013,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_013.tif,data/train/dem/potsdam_2_14_013.tif,512,512,EPSG:32633,31.86,43.21,11.35
potsdam_2_14_014,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_014.tif,data/train/dem/potsdam_2_14_014.tif,512,512,EPSG:32633,29.78,34.08,4.3
potsdam_2_14_015,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_015.tif,data/train/dem/potsdam_2_14_015.tif,512,512,EPSG:32633,32.73,43.03,10.31
potsdam_2_14_016,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_016.tif,data/train/dem/potsdam_2_14_016.tif,512,512,EPSG:32633,32.97,43.88,10.91
potsdam_2_14_017,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_017.tif,data/train/dem/potsdam_2_14_017.tif,512,512,EPSG:32633,32.53,38.29,5.76
potsdam_2_14_018,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_018.tif,data/train/dem/potsdam_2_14_018.tif,512,512,EPSG:32633,29.1,55.33,26.23
potsdam_2_14_019,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_019.tif,data/train/dem/potsdam_2_14_019.tif,512,512,EPSG:32633,30.04,53.42,23.39
potsdam_2_14_020,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_020.tif,data/train/dem/potsdam_2_14_020.tif,512,512,EPSG:32633,32.08,51.47,19.4
potsdam_2_14_021,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_021.tif,data/train/dem/potsdam_2_14_021.tif,512,512,EPSG:32633,29.45,51.64,22.19
potsdam_2_14_022,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_022.tif,data/train/dem/potsdam_2_14_022.tif,512,512,EPSG:32633,29.3,59.0,29.7
potsdam_2_14_023,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_023.tif,data/train/dem/potsdam_2_14_023.tif,512,512,EPSG:32633,32.93,40.69,7.76
potsdam_2_14_024,2_14,potsdam,urban,train,data/train/images/potsdam_2_14_024.tif,data/train/dem/potsdam_2_14_024.tif,512,512,EPSG:32633,29.77,37.72,7.95
potsdam_3_10_000,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_000.tif,data/train/dem/potsdam_3_10_000.tif,512,512,EPSG:32633,42.56,66.39,23.82
potsdam_3_10_001,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_001.tif,data/train/dem/potsdam_3_10_001.tif,512,512,EPSG:32633,43.56,70.9,27.34
potsdam_3_10_002,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_002.tif,data/train/dem/potsdam_3_10_002.tif,512,512,EPSG:32633,44.58,64.83,20.26
potsdam_3_10_003,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_003.tif,data/train/dem/potsdam_3_10_003.tif,512,512,EPSG:32633,41.3,53.63,12.32
potsdam_3_10_004,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_004.tif,data/train/dem/potsdam_3_10_004.tif,512,512,EPSG:32633,39.94,47.33,7.39
potsdam_3_10_005,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_005.tif,data/train/dem/potsdam_3_10_005.tif,512,512,EPSG:32633,41.38,57.21,15.83
potsdam_3_10_006,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_006.tif,data/train/dem/potsdam_3_10_006.tif,512,512,EPSG:32633,41.99,52.47,10.48
potsdam_3_10_007,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_007.tif,data/train/dem/potsdam_3_10_007.tif,512,512,EPSG:32633,42.81,65.87,23.06
potsdam_3_10_008,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_008.tif,data/train/dem/potsdam_3_10_008.tif,512,512,EPSG:32633,40.25,48.7,8.45
potsdam_3_10_009,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_009.tif,data/train/dem/potsdam_3_10_009.tif,512,512,EPSG:32633,39.8,67.23,27.42
potsdam_3_10_010,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_010.tif,data/train/dem/potsdam_3_10_010.tif,512,512,EPSG:32633,42.85,52.67,9.82
potsdam_3_10_011,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_011.tif,data/train/dem/potsdam_3_10_011.tif,512,512,EPSG:32633,43.37,46.67,3.31
potsdam_3_10_012,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_012.tif,data/train/dem/potsdam_3_10_012.tif,512,512,EPSG:32633,41.62,52.16,10.53
potsdam_3_10_013,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_013.tif,data/train/dem/potsdam_3_10_013.tif,512,512,EPSG:32633,41.69,48.09,6.4
potsdam_3_10_014,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_014.tif,data/train/dem/potsdam_3_10_014.tif,512,512,EPSG:32633,37.87,44.76,6.88
potsdam_3_10_015,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_015.tif,data/train/dem/potsdam_3_10_015.tif,512,512,EPSG:32633,42.15,60.59,18.44
potsdam_3_10_016,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_016.tif,data/train/dem/potsdam_3_10_016.tif,512,512,EPSG:32633,41.44,63.3,21.86
potsdam_3_10_017,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_017.tif,data/train/dem/potsdam_3_10_017.tif,512,512,EPSG:32633,38.2,59.18,20.97
potsdam_3_10_018,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_018.tif,data/train/dem/potsdam_3_10_018.tif,512,512,EPSG:32633,41.62,57.69,16.07
potsdam_3_10_019,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_019.tif,data/train/dem/potsdam_3_10_019.tif,512,512,EPSG:32633,38.8,61.06,22.26
potsdam_3_10_020,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_020.tif,data/train/dem/potsdam_3_10_020.tif,512,512,EPSG:32633,41.16,64.33,23.17
potsdam_3_10_021,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_021.tif,data/train/dem/potsdam_3_10_021.tif,512,512,EPSG:32633,41.61,55.83,14.22
potsdam_3_10_022,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_022.tif,data/train/dem/potsdam_3_10_022.tif,512,512,EPSG:32633,40.14,60.23,20.09
potsdam_3_10_023,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_023.tif,data/train/dem/potsdam_3_10_023.tif,512,512,EPSG:32633,40.58,56.08,15.5
potsdam_3_10_024,3_10,potsdam,urban,train,data/train/images/potsdam_3_10_024.tif,data/train/dem/potsdam_3_10_024.tif,512,512,EPSG:32633,35.29,59.08,23.79
potsdam_3_14_000,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_000.tif,data/train/dem/potsdam_3_14_000.tif,512,512,EPSG:32633,32.48,52.84,20.36
potsdam_3_14_001,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_001.tif,data/train/dem/potsdam_3_14_001.tif,512,512,EPSG:32633,31.73,49.49,17.76
potsdam_3_14_002,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_002.tif,data/train/dem/potsdam_3_14_002.tif,512,512,EPSG:32633,30.34,51.23,20.89
potsdam_3_14_003,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_003.tif,data/train/dem/potsdam_3_14_003.tif,512,512,EPSG:32633,29.67,39.44,9.77
potsdam_3_14_004,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_004.tif,data/train/dem/potsdam_3_14_004.tif,512,512,EPSG:32633,29.54,54.06,24.51
potsdam_3_14_005,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_005.tif,data/train/dem/potsdam_3_14_005.tif,512,512,EPSG:32633,31.5,51.28,19.78
potsdam_3_14_006,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_006.tif,data/train/dem/potsdam_3_14_006.tif,512,512,EPSG:32633,25.82,53.81,27.98
potsdam_3_14_007,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_007.tif,data/train/dem/potsdam_3_14_007.tif,512,512,EPSG:32633,27.76,41.04,13.27
potsdam_3_14_008,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_008.tif,data/train/dem/potsdam_3_14_008.tif,512,512,EPSG:32633,30.86,42.72,11.85
potsdam_3_14_009,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_009.tif,data/train/dem/potsdam_3_14_009.tif,512,512,EPSG:32633,31.82,46.77,14.96
potsdam_3_14_010,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_010.tif,data/train/dem/potsdam_3_14_010.tif,512,512,EPSG:32633,31.61,47.78,16.17
potsdam_3_14_011,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_011.tif,data/train/dem/potsdam_3_14_011.tif,512,512,EPSG:32633,23.87,48.31,24.44
potsdam_3_14_012,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_012.tif,data/train/dem/potsdam_3_14_012.tif,512,512,EPSG:32633,29.31,45.9,16.59
potsdam_3_14_013,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_013.tif,data/train/dem/potsdam_3_14_013.tif,512,512,EPSG:32633,29.28,50.46,21.18
potsdam_3_14_014,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_014.tif,data/train/dem/potsdam_3_14_014.tif,512,512,EPSG:32633,31.65,41.13,9.48
potsdam_3_14_015,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_015.tif,data/train/dem/potsdam_3_14_015.tif,512,512,EPSG:32633,30.87,49.2,18.32
potsdam_3_14_016,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_016.tif,data/train/dem/potsdam_3_14_016.tif,512,512,EPSG:32633,31.17,48.47,17.31
potsdam_3_14_017,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_017.tif,data/train/dem/potsdam_3_14_017.tif,512,512,EPSG:32633,31.45,50.4,18.95
potsdam_3_14_018,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_018.tif,data/train/dem/potsdam_3_14_018.tif,512,512,EPSG:32633,28.04,48.87,20.83
potsdam_3_14_019,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_019.tif,data/train/dem/potsdam_3_14_019.tif,512,512,EPSG:32633,29.04,39.93,10.89
potsdam_3_14_020,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_020.tif,data/train/dem/potsdam_3_14_020.tif,512,512,EPSG:32633,30.79,46.47,15.68
potsdam_3_14_021,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_021.tif,data/train/dem/potsdam_3_14_021.tif,512,512,EPSG:32633,29.49,47.03,17.54
potsdam_3_14_022,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_022.tif,data/train/dem/potsdam_3_14_022.tif,512,512,EPSG:32633,29.11,41.99,12.87
potsdam_3_14_023,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_023.tif,data/train/dem/potsdam_3_14_023.tif,512,512,EPSG:32633,29.97,50.52,20.54
potsdam_3_14_024,3_14,potsdam,urban,train,data/train/images/potsdam_3_14_024.tif,data/train/dem/potsdam_3_14_024.tif,512,512,EPSG:32633,27.61,53.02,25.41
potsdam_4_10_000,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_000.tif,data/train/dem/potsdam_4_10_000.tif,512,512,EPSG:32633,41.42,60.98,19.56
potsdam_4_10_001,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_001.tif,data/train/dem/potsdam_4_10_001.tif,512,512,EPSG:32633,44.95,57.52,12.58
potsdam_4_10_002,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_002.tif,data/train/dem/potsdam_4_10_002.tif,512,512,EPSG:32633,43.5,62.4,18.9
potsdam_4_10_003,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_003.tif,data/train/dem/potsdam_4_10_003.tif,512,512,EPSG:32633,42.83,64.25,21.42
potsdam_4_10_004,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_004.tif,data/train/dem/potsdam_4_10_004.tif,512,512,EPSG:32633,38.96,56.96,18.0
potsdam_4_10_005,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_005.tif,data/train/dem/potsdam_4_10_005.tif,512,512,EPSG:32633,45.66,57.78,12.12
potsdam_4_10_006,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_006.tif,data/train/dem/potsdam_4_10_006.tif,512,512,EPSG:32633,47.18,65.99,18.81
potsdam_4_10_007,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_007.tif,data/train/dem/potsdam_4_10_007.tif,512,512,EPSG:32633,44.11,65.16,21.05
potsdam_4_10_008,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_008.tif,data/train/dem/potsdam_4_10_008.tif,512,512,EPSG:32633,40.53,59.94,19.41
potsdam_4_10_009,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_009.tif,data/train/dem/potsdam_4_10_009.tif,512,512,EPSG:32633,39.65,60.52,20.87
potsdam_4_10_010,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_010.tif,data/train/dem/potsdam_4_10_010.tif,512,512,EPSG:32633,47.32,67.87,20.55
potsdam_4_10_011,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_011.tif,data/train/dem/potsdam_4_10_011.tif,512,512,EPSG:32633,48.89,62.03,13.15
potsdam_4_10_012,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_012.tif,data/train/dem/potsdam_4_10_012.tif,512,512,EPSG:32633,40.41,61.66,21.25
potsdam_4_10_013,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_013.tif,data/train/dem/potsdam_4_10_013.tif,512,512,EPSG:32633,37.55,49.53,11.98
potsdam_4_10_014,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_014.tif,data/train/dem/potsdam_4_10_014.tif,512,512,EPSG:32633,35.38,51.12,15.74
potsdam_4_10_015,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_015.tif,data/train/dem/potsdam_4_10_015.tif,512,512,EPSG:32633,50.58,74.58,24.01
potsdam_4_10_016,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_016.tif,data/train/dem/potsdam_4_10_016.tif,512,512,EPSG:32633,40.42,71.39,30.97
potsdam_4_10_017,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_017.tif,data/train/dem/potsdam_4_10_017.tif,512,512,EPSG:32633,26.53,67.5,40.96
potsdam_4_10_018,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_018.tif,data/train/dem/potsdam_4_10_018.tif,512,512,EPSG:32633,29.55,54.38,24.83
potsdam_4_10_019,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_019.tif,data/train/dem/potsdam_4_10_019.tif,512,512,EPSG:32633,32.74,46.28,13.54
potsdam_4_10_020,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_020.tif,data/train/dem/potsdam_4_10_020.tif,512,512,EPSG:32633,35.61,54.23,18.62
potsdam_4_10_021,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_021.tif,data/train/dem/potsdam_4_10_021.tif,512,512,EPSG:32633,32.83,50.65,17.82
potsdam_4_10_022,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_022.tif,data/train/dem/potsdam_4_10_022.tif,512,512,EPSG:32633,32.04,48.4,16.36
potsdam_4_10_023,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_023.tif,data/train/dem/potsdam_4_10_023.tif,512,512,EPSG:32633,31.97,48.2,16.22
potsdam_4_10_024,4_10,potsdam,urban,train,data/train/images/potsdam_4_10_024.tif,data/train/dem/potsdam_4_10_024.tif,512,512,EPSG:32633,29.03,47.39,18.36
potsdam_4_11_000,4_11,potsdam,urban,train,data/train/images/potsdam_4_11_000.tif,data/train/dem/potsdam_4_11_000.tif,512,512,EPSG:32633,37.02,52.59,15.56
potsdam_4_11_001,4_11,potsdam,urban,train,data/train/images/potsdam_4_11_001.tif,data/train/dem/potsdam_4_11_001.tif,512,512,EPSG:32633,34.01,53.35,19.35
potsdam_4_11_002,4_11,potsdam,urban,train,data/train/images/potsdam_4_11_002.tif,data/train/dem/potsdam_4_11_002.tif,512,512,EPSG:32633,34.31,49.96,15.64
potsdam_4_11_003,4_11,potsdam,urban,train,data/train/images/potsdam_4_11_003.tif,data/train/dem/potsdam_4_11_003.tif,512,512,EPSG:32633,30.05,53.81,23.76
